smiles,log_vp(pa),split
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-8.878155447,train
COc1ccc(C)cc1N,0.308180101,train
COC(C)COC(C)COC(C)CO,0.425925301,train
CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,-5.017772199,train
CCCCCCCCCCCCCCc1ccccc1,-2.548638414,train
CCC(C)(C)C(=O)O,1.298094192,train
CCOCC(C)O,2.815091717,train
CCCCCC(C)C,3.44040828,train
BrCBr,3.771714593,train
NC(=O)c1ccncc1,-1.251855405,train
FC(F)(F)C(F)(F)Cl,5.878159047,train
CC/C=C\CCOC(=O)C(C)CC,1.185,train
CC1CN1,4.229268024,train
O=C1CCCN1,0.190058942,train
FC(F)=C(F)C(F)(F)F,5.827496148,train
C=C(C)C(=C)C,4.305801911,train
CC(C)CCS,3.432810414,train
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,-3.193863458,train
CCC(C)COC(C)=O,2.838385848,train
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-2.361998636,train
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,-3.273021442,train
CCCCOCCOCCO,0.551522268,train
O=S1(=O)CCCO1,1.556259069,train
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,-3.845720917,train
C#N,4.984477359,train
C=CC(=O)OCCN(CC)CC,1.486623141,train
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,-3.193535726,train
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,-2.526994627,train
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,-6.04132032,train
ClCCCCCl,2.744648133,train
CCCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,-3.489498421,train
OCCCCCCCCO,-1.741,train
Oc1cc(Cl)cc(Cl)c1Cl,0.44661356,train
CCNCC.Cl,-2.06554498,train
COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl,-6.35529818,train
COC(=O)c1ccccc1N,0.529872155,train
CC(C)C=O,4.362191975,train
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1,-2.42,train
CCCCCCCCCCCCCCOCC1CO1.CCCCCCCCCCCCCOCC1CO1.CCCCCCCCCCCCOCC1CO1,0.903046555,train
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-8.728983833,train
COc1ccc([N+](=O)[O-])cc1,0.124895305,train
FC(F)(F)CC(F)(F)F,5.409033517,train
O=S(Cl)Cl,4.024351226,train
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,-7.39799081,train
CC(C)c1ccc(O)cc1,0.802083565,train
CC1CCC2CC1C2(C)C,2.633076324,train
O=C(O)CC(O)(CC(=O)O)C(=O)O,-5.649816456,train
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-7.88609913,train
NC12CC3CC(CC(C3)C1)C2,1.238838657,train
CNN,3.802897174,train
O=C(O)c1ccc(F)cc1,0.124895305,train
CCCCNC(C)=O,0.782,train
C#CCS(=O)(=O)O[C@H]1CCCC[C@@H]1Oc1ccc(C(C)(C)C)cc1,-0.398,train
O=[N+]([O-])OC1CCCC(O[N+](=O)[O-])C1,0.479,train
Cc1ccccc1C,2.951128318,train
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,-4.484169588,train
O=[N+]([O-])OCC(O[N+](=O)[O-])C(O[N+](=O)[O-])C(O[N+](=O)[O-])C(CO[N+](=O)[O-])O[N+](=O)[O-],-5.400888431,train
Clc1cccc2c1Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,-7.126910505,train
O=P(O)(O)CCCl,-4.879490792,train
O=C(Cl)OCc1ccccc1,-0.38089818,train
C1=CC(=CC=C1C(=O)O)N,0.113943352,train
COC(=O)CC#N,1.260015447,train
CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,-7.071647579,train
CCON=C(OC(=O)c1ccccc1)c1c(OC)ccc(Cl)c1OC,-3.346187995,train
O=C(Cl)C(Cl)(Cl)Cl,3.450060192,train
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-3.397988354,train
FC(F)(F)P(=S)(C(F)(F)F)C(F)(F)F,4.649,train
c1ccc(Cc2ccccc2)cc1,0.108536786,train
c1ccccc1,4.079829983,train
Clc1cccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-3.24,train
CC(=O)OCC(O)CO,-0.281818628,train
FC(F)OC(C(F)(F)F)C(F)(F)F,4.71260182,train
Ic1ccc2c(c1)Oc1ccccc1O2,-2.376796161,train
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,-3.87639818,train
CC(CO)CO,0.438951624,train
CC[C@H](C)C(C)(C)C,3.63140182,train
Cc1ccc([N+](=O)[O-])c(O)c1,0.42591356,train
CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,-9.356590755,train
O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.043631602,train
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-3.032737875,train
CC1(C)CCCC(C)(C)N1N=O,-0.028767583,train
CCCCCCCC(CCCC)c1ccccc1,-1.108691848,train
S=C(NC1CCCCC1)NC1CCCCC1,-2.530712421,train
CCOP(=S)(OCC)O[C@@H](C)CN(C)C,-0.196,train
CC(=O)c1cccc(O)c1,-0.001203097,train
CC[SiH2]CC,4.53,train
O=c1ccc2cc3ccoc3cc2o1,-3.142710935,train
CCON=O,5.024643497,train
OCCCCCCCCCCCO,-3.076,train
CCCCOc1ccccc1,1.59910919,train
CC(C)COC(C)(C)C,3.503,train
O=C(O)c1cccc(C(=O)O)c1,-5.513376859,train
FCC(F)F,5.326,train
COc1cccc(O)c1,0.42156356,train
CC(O)CN,2.039148627,train
CCC(C)c1ccccc1O,0.823865309,train
Fc1cccc(C(F)(F)F)c1,3.71,train
Cc1ccc(CBr)cc1,1.100786441,train
COC(OC)N(C)C,3.60201656,train
Oc1cccc2c(O)cccc12,-3.020798653,train
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,-1.945913355,train
O=NN1CC=CC1,1.587293303,train
CC(C)(CO)C(O)C(=O)NCCC(=O)O,-6.164141576,train
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,-6.165834734,train
CC(=O)c1ccc(Cl)cc1,1.623205859,train
CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,-3.699005808,train
C=CC(=O)OCCC,3.285742966,train
O=C1C(=O)c2cccc3cccc1c23,-2.679205043,train
ONc1ccccc1,0.025262434,train
O=C(Cl)c1ccccc1F,1.787653137,train
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,-5.644655774,train
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,-1.829781716,train
Cc1ccc([N+](=O)[O-])cc1N,-0.884987929,train
CCCCCF,4.38873081,train
OCCCc1ccccn1,-0.637058592,train
C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)C(C)=CCC,-1.853915396,train
Cn1ccc2ccccc21,0.823865309,train
CN(Cc1ccccc1)N=O,-0.322436479,train
Nc1cc(Cl)cc(C(=O)O)c1Cl,-4.875104695,train
O=C1CCCCN1,-0.23359818,train
CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1CC2OC3=O,-9.567608657,train
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,-5.875104695,train
CCC(C)OC(C)CC,3.33580182,train
CCC(O)C(C)C,2.85583879,train
Brc1ccc(Oc2ccc(Br)cc2Br)cc1,-3.631342691,train
CN(C)Cc1ccccc1,2.070161649,train
O=[N+]([O-])c1ccccc1O,1.073120215,train
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,-8.246715765,train
C[C@H](N(C)C)C(C)(C)c1ccccc1,0.814,train
Cc1c2ccccc2cc2ccc3ccccc3c12,-4.356590755,train
Fc1cccc2ccccc12,1.079137814,train
C=CCCCC(C)C,3.418769918,train
CCCCOCC(C)O,1.96999378,train
CCCCC(=O)OCC,2.806119181,train
CC1C=CCC1,3.406,train
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.201440471,train
CC(F)(F)C(F)(F)F,5.666525456,train
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,-5.393662067,train
CC(=O)Oc1ccccc1C(=O)O,-2.451607961,train
CN(C)C(=O)Nc1ccccc1,-2.301081678,train
O=C1c2ccccc2C(=O)c2cc(O)ccc21,-8.039556152,train
CCF,5.952017742,train
C=CCc1ccc(OC)c(OC)c1,0.174437946,train
NCc1ccccc1,1.950235013,train
O=C(Nc1ccccc1)Nc1ccccc1,-2.99829818,train
CCCCCCCCCCCC,1.237671037,train
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-1.344904997,train
C[C@H]1C[C@H](C)OCO1,2.725,train
NC(=O)NC1NC(=O)NC1=O,-6.239620948,train
Cl[Si](Cl)(Cl)c1ccccc1,2.538129381,train
CCC(C)ON=O,4.273,train
Brc1cc2c(cc1Br)Oc1cc(Br)c(Br)cc1O2,-6.193880819,train
CCCCCCOCCO,1.087987478,train
COc1ccc(C(=O)O)c(OC)c1,-0.32889818,train
Clc1cc(Cl)c2oc3c(Cl)c(Cl)ccc3c2c1,-5.356594468,train
C[C@H](Cl)[C@@H](C)Cl,3.51,train
C=CC(N)CCC(=O)O,-5.253928413,train
CC1OC(C)OC(C)OC(C)O1,6.819543936,train
CCCCCCCNCCCCCCC,-0.292,train
Ic1ccc(I)cc1,-0.102050002,train
Clc1cc(Cl)c2c(Cl)cc(Cl)c(Cl)c2c1,1.948807281,train
CCCCCC(C)CCC,2.49,train
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,-3.93659818,train
CCCOCC(C)O,2.383637971,train
COP(=S)(OC)SCc1nc(N)nc(N)n1,-3.886718788,train
ClC=C(Cl)Cl,3.950621307,train
CCNc1cccc(C)c1,1.238838657,train
Oc1c(Cl)cc(Cl)cc1-c1ccccc1,-3.465171572,train
C/C=C\CCCCCCCCC,1.206,train
O=C(C(F)(F)F)C(F)(F)Cl,5.277942735,train
ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H]4C[C@H]([C@@H]5O[C@H]45)[C@H]3[C@]1(Cl)C2(Cl)Cl,-3.25149818,train
COc1ccc2cc(C(C)C(=O)O)ccc2c1,-3.598642891,train
CCOC(C)(C)CC(C)(C)C,2.709,train
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-3.250189131,train
O=C1c2ccccc2C(=O)c2c1cccc2[N+](=O)[O-],-6.273021442,train
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-5.427946664,train
Cc1ccc([C@]23CNC[C@H]2C3)cc1,0.11,train
O=C(O)C(S)C(S)C(=O)O,-3.681980097,train
CCSCCSP(=O)(OC)OC,-1.39799081,train
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-3.959952604,train
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,-4.443740931,train
COCC(F)(F)C(F)(F)C(F)(F)C(F)F,3.17,train
c1ccc(Oc2ccccc2)cc1,0.448665288,train
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,-2.659379968,train
CC1=CC(=CC=C1)O,1.328379603,train
Nc1ccc(Cc2ccc(N)cc2)cc1,-4.570829645,train
FC(F)(F)SC(F)(F)C(F)(F)F,5.286,train
CC(C)C(Cl)Cl,3.72700182,train
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,-5.209523704,train
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,-7.858,train
CC(C)(C)ON=O,4.385,train
CCC(COCC(C)C)(COCC(C)C)COCC(C)N,2.204076551,train
CCc1cccc(CC)c1N(COC)C(=O)CCl,-2.532841007,train
C=CCOC(=O)C=CC(=O)OCC=C,0.124895305,train
N#CCN=[N+]=[N-],2.463,train
C=C(C)C#N,3.935477227,train
C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,0.120573931,train
CC1=C(C)C(=O)C(C)=C(C)C1=O,-0.415712207,train
CCCSSCCC,1.833333651,train
O=C(OOC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,-2.632066646,train
CCCCCCCCCCCCCCCCC(=O)O,-5.080607414,train
Clc1ccc2c(c1)Cc1cc(Br)ccc1-2,-2.481,train
O=S(=O)(O)c1ccc2ccccc2c1,-5.574074699,train
COC(C)OC,4.362683687,train
C1C2CC3CC1CC(C2)C3,1.256,train
CCC(Nc1ncnc(C)c1Cl)c1ccc(OC(F)F)cc1,-3.493092916,train
CCCCC(CC)(CO)CO,-1.875101438,train
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,-4.317,train
Nc1cccc(C(F)(F)F)c1,1.895747317,train
ICI,2.247063731,train
CCCOC(=O)C(C)C,3.049088206,train
CCCCCCCCCCC(C)=O,0.43236356,train
C=C(C)C(C)CC,4.02985091,train
CCC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],-4.134742006,train
O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,-4.572811895,train
O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,-6.39799818,train
OCCOc1ccc(Cl)cc1Cl,-1.57599818,train
CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,0.054314231,train
C#CC,5.5741148,train
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,-5.875104695,train
Cc1cc(C)c(N)c(C)c1,0.903046555,train
CCNc1nc(NCC)nc(OC)n1,-3.494895817,train
CCCCCCCC,3.238637207,train
ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-2.574074699,train
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-3.13629818,train
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,-6.071306287,train
O=C1CCC1,3.755094193,train
C[C@H](CCl)O[C@@H](C)CCl,2.017,train
NCCc1ccccc1,1.610146651,train
NC(CO)(CO)CO,-2.532682014,train
Clc1cc(Cl)c2oc3c(Cl)cccc3c2c1,-2.879,train
Sc1ccccc1,2.384101762,train
O=P(O)(O)O,0.550864037,train
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1,-2.904,train
CNCCO,2.141534985,train
CCCCC(CC)C(=O)O,0.602011646,train
CC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12,-5.916063303,train
CC(C)N=C=NC(C)C,2.996760007,train
C=CC[Si](Cl)(Cl)Cl,3.371347853,train
S=P(Cl)(Cl)Cl,3.162322092,train
CNC(C)C(C)(C)c1ccccc1,1.011,train
Cc1ccc(N)cc1Cl.Cl,-1.853915396,train
O=[N+]([O-])c1cccc(CO)c1,-1.941617407,train
CCCCCCCCCN,1.568847222,train
CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,1.425925301,train
CC(C)=CCCC(C)=CCCC(C)=CCO,-2.279608473,train
O=C(O)C1CCCN1,-5.395097752,train
CCCCCCC(=O)OCCCC,1.027985292,train
C=CC(C)(C)O,3.194933605,train
COc1c(Br)cc(Br)cc1Br,-1.144322419,train
Cc1ncc(CO)c(CO)c1O,-4.427946664,train
CC[Si](CC)CC,3.757352597,train
FC1(F)C(F)(F)S(F)(F)(F)(F)C(F)(F)C(F)(F)S1(F)(F)(F)F,3.104,train
Cc1ccccc1I,1.779304819,train
Cc1cccc(C)c1[N+](=O)[O-],1.243,train
CC(C)=NO,2.517592258,train
CNc1ccc(Cc2ccc(NC)cc2)cc1,-2.629592027,train
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-4.04,train
O=C/C=C/c1ccccc1,0.916,train
CC(C)CCOCCC(C)C,2.271016167,train
Nc1ccc2c(c1)Cc1cc(Br)ccc1-2,-3.432624926,train
CCCCOC(=O)CC,2.767659242,train
COC(=O)CC(C)=O,2.152671333,train
CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,-2.39799081,train
CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-6.463484989,train
O=C(O)c1ccc(O)c(O)c1,-3.5528854,train
CCCCCCCCCCCCCCCCCC(=O)OCCCC,-3.111676701,train
C/C=C\C#N,3.629,train
O=C(F)F,6.667770593,train
Oc1ccc(Cl)c(Cl)c1Cl,-0.484169588,train
c1ccc2nc3c(ccc4ccccc43)cc2c1,-4.05228305,train
CCCCC(CC)CO,1.215915777,train
COS(C)(=O)=O,1.616256999,train
COc1cc(OC)nc(N=C(O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,-4.65759818,train
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,-4.070284016,train
CCCCCC(=O)CC,2.433438105,train
CC(=O)C1C(=O)C=C(C)OC1=O,-0.77709818,train
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-2.5,train
CCOC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,3.712,train
Cc1ncc(CO)c(CO)c1O.Cl,-5.096953445,train
Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl,-5.105,train
CC[Si](Cl)(Cl)Cl,3.798771694,train
CCCOC(=O)CC,3.26460091,train
CCCCCCCCOP(=O)(OCCCCCCCC)c1ccccc1,-3.585070084,train
CC(=O)/C=C/[C@H]1C(C)=CCCC1(C)C,0.325,train
NCCCCCCN,1.526906442,train
Clc1ccc(Oc2cc(Cl)ccc2Cl)cc1,-1.63979909,train
COC(C)C,4.904398356,train
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,-2.366179176,train
CCc1ccccc1N,1.355330091,train
O=NN1CCCCC1,1.174568907,train
CC(C)OB(OC(C)C)OC(C)C,3.03794669,train
CC(=O)c1ccc(C)cc1,1.467317986,train
CSc1nnc(C(C)(C)C)c(=O)n1N,-4.000822453,train
O=C(O)C(O)(c1ccccc1)c1ccccc1,-5.540650944,train
CCCCCCOC(C)=O,2.244360073,train
O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,-6.096953445,train
C[C@H](CCCCO[N+](=O)[O-])O[N+](=O)[O-],0.72,train
COc1cc(C=O)ccc1O,-1.802981185,train
CCC[C@H](C)CO,2.376,train
c1ccc(Nc2ccc3ccccc3c2)cc1,-2.956550164,train
COC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,4.430246674,train
Clc1ccc(-c2c(Cl)cccc2Cl)cc1Cl,-2.018,train
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,-1.868848151,train
CC1(C)CCCC1,4.016657717,train
c1ccc2c(c1)cc1ccc3cc4ccccc4c4ccc2c1c34,-8.61983219,train
COc1ccc(N)c([N+](=O)[O-])c1,-1.371314012,train
CCN(C)N=O,2.16628799,train
CCOc1ccc2c(c1)SC(=C1Sc3cc(OCC)ccc3C1=O)C2=O,-4.57408644,train
CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,1.73950182,train
Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,-3.00964909,train
CC(C)CCCO,2.200672113,train
COC(F)(F)C(F)C(F)(F)F,4.503,train
c1ccc2occc2c1,1.668022719,train
O=C(Cl)C(Cl)Cl,3.486812295,train
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,2.959,train
CCc1ccc(C)cc1C,2.061572017,train
c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4,-6.825886672,train
Fc1ccc(-c2ccccc2)cc1,0.079620096,train
Clc1cc2oc3c(Cl)cc(Cl)c(Cl)c3c2cc1Cl,-6.009670539,train
OCC(Cl)CC(Cl)(Cl)Cl,-0.383743001,train
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,-5.277403845,train
O=[N+]([O-])c1ccc(O)c(F)c1,-0.460131347,train
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-3.312104832,train
CCCCC(CC)CNCC(CC)CCCC,0.124897477,train
CCCCC(O)CO,0.127,train
CC[C@@H](C)C#CO,2.84,train
FC(F)CC(F)(F)F,5.276691856,train
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,-6.318802194,train
CCC(=O)Cl,4.111667039,train
COC1=CC23CCN(C)C(Cc4ccc(OC)c(O)c42)C3=CC1=O,-6.649795413,train
CC/C=C\CCC,3.866,train
O=C1CCCc2ccccc21,0.124895305,train
CC(=CCCC(C)(C=C)O)C,1.348304863,train
CCn1c2ccccc2c2ccccc21,-1.532390097,train
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,-2.119229839,train
C=CC(=O)OCC1CO1,2.597651754,train
CC(C)OC(=O)Nc1ccccc1,-0.949547458,train
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,-9.251855405,train
NC(=S)Nc1ccccc1,-0.801386345,train
Cc1ccc(C)o1,3.538195069,train
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,-9.994291103,train
CC(O)COC(C)COC(C)CO,-1.193863458,train
C#CC=C,5.255565447,train
Cc1ccc2cc3c(ccc4ccccc43)cc2c1,-4.474566706,train
Cc1cccc2cc3c(ccc4ccccc43)cc12,-4.568679667,train
Clc1cc2c(cc1Cl)Oc1cc(Br)c(Br)cc1O2,-6.207624961,train
Clc1cccc(-c2c(Cl)cccc2Cl)c1,-1.31,train
c1ccc2c(c1)Cc1ccccc1O2,-0.947221285,train
C=C(C)C(=O)OCC(CC)CCCC,0.988218165,train
CCCCCCCCCCCCCCCCCCCCCCCCO,-6.494893453,train
C=C1C=C[C@H]([C@H](C)CCC=C(C)C)CC1,0.176,train
FC(F)(F)C(F)(F)S(F)(F)C(F)(F)F,4.7,train
O=C(Nc1ccccc1)Nc1cnns1,-8.513383966,train
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,-6.699013436,train
Cc1cncc(C)c1,2.363822732,train
Nc1cc([N+](=O)[O-])ccc1C(=O)O,-3.408237075,train
CN([SiH3])[SiH3],4.857,train
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,-5.042595782,train
CCC(C)C#CO,2.84,train
Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,-3.875104695,train
BrBr,4.408196534,train
CC(C)(Cl)OC(C)(C)Cl,2.054314231,train
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,-3.273044704,train
C=CC(C)(O)CCC=C(C)C,1.326848539,train
O=C(Nc1ccc(Cl)cc1C(O)c1ccccc1)c1ccncc1,-4.200220867,train
C=C(C)CC(C)(C)C,3.777901869,train
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,-3.8337074,train
C1CCOCC1,3.978466312,train
CCOC(=O)/C=C\C(=O)OCC,1.14610182,train
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-3.3,train
NCCNCCNCCNCCN,-3.972009199,train
Nc1nc2ccccc2s1,-1.825886672,train
BrCC(Br)C(Br)CBr,-0.047735422,train
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-3.972009199,train
N#CCCCC#N,0.798565708,train
O[C@@](c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.187,train
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-5.753002727,train
CN(C)P(C)C,3.804,train
COC(=O)CCCC(=O)OC,1.380184815,train
COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,-2.50219818,train
O=C(Oc1ccccc1)c1ccccc1O,-2.962882638,train
Nc1cc([N+](=O)[O-])ccc1Cl,-1.189362956,train
O=C1CCN(c2ccccc2)N1,-2.662917091,train
CCc1ccc(O)c(C(C)(C)C)c1,0.38020182,train
C=CC=O,4.541897714,train
COCCN,3.83,train
CCc1cc(CC)c(CC)c(CC)c1CC,-0.344,train
C=C1[C@@H](O)C[C@H]2C[C@@H]1C2(C)C,1.338,train
C=CCCCCCCCCCCCCCC,-0.526382428,train
O=S(=O)(Cl)c1ccc(Cl)cc1,-0.806918833,train
Clc1ccc(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl,-3.29,train
Clc1cc(Cl)cc(-c2ccc(Cl)cc2Cl)c1,-2.168,train
C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,1.622214023,train
FC(F)(F)C(Cl)Br,4.590182042,train
Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)cc1Cl,-2.18,train
c1ccc(N=Nc2ccccc2)cc1,-1.317597837,train
CCCC(O)CCC,2.11587744,train
CC(=O)C(C)C,3.823742784,train
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,-7.989743475,train
CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,-1.972009199,train
ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,-2.876722755,train
C1=CC=CCC=C1,3.49613764,train
COC(C)(C)C,4.524845452,train
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,-4.08977486,train
CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,-2.30979818,train
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,-3.866504523,train
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,-4.461802681,train
CCCCCCCC(C)O,1.028,train
CCCC(=NOCC)C1=C(O)CC(C2CCCSC2)CC1=O,-5.000020806,train
CC(CCCO[N+](=O)[O-])O[N+](=O)[O-],0.971,train
O=Nc1ccc2ccccc2c1O,-1.915586318,train
Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,-2.26554909,train
CCCCCC(=O)OCC,2.257009952,train
CC(C)(C)CC(C)(C)[N+](=O)[O-],1.867,train
C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,-2.567608657,train
CC=CC(C)C,4.44086565,train
C=CCC(C)CC,3.992788429,train
Cc1c(O)c(=O)ccn1C,-1.681980097,train
Nc1ncccn1,1.505106547,train
CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,-7.159101351,train
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,-4.229518198,train
C/C=C/C(C)(C)C,4.166,train
S=c1cccc[nH]1,0.060906101,train
Cc1ccccc1C(=O)O,-1.057518753,train
CCC(N)CCN,2.222447652,train
CCCCC(CC)CC,3.316,train
C1=Cc2ccccc2C1,2.1662926,train
Clc1cc(Cl)c2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2c1,-5.115,train
C1=CCC2CC2C1,3.48470182,train
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-13.191,train
CC(C)=CCC/C(C)=C/CO,0.60210182,train
O=C(O)CCCO,1.238838657,train
